,x,group,class,predicted,std.error,conf.low,conf.high
870,1987,SOME COLLEGE,Intensive Parents,0.195468914,0.111471209,0.163373629,0.232120053
871,1988,SOME COLLEGE,Intensive Parents,0.140960661,0.124047006,0.114005755,0.173043913
872,1989,SOME COLLEGE,Intensive Parents,0.149061272,0.134609938,0.118593911,0.185706703
873,1990,SOME COLLEGE,Intensive Parents,0.21703339,0.124208163,0.178508941,0.261228086
874,1991,SOME COLLEGE,Intensive Parents,0.209203584,0.120716506,0.172739823,0.251028831
875,1992,SOME COLLEGE,Intensive Parents,0.182337102,0.119039667,0.150088587,0.219723312
876,1993,SOME COLLEGE,Intensive Parents,0.256243839,0.107048021,0.218335283,0.298223141
877,1994,SOME COLLEGE,Intensive Parents,0.28652455,0.106358879,0.245866004,0.330956035
878,1995,SOME COLLEGE,Intensive Parents,0.279661553,0.11030332,0.238243885,0.32520559
879,1996,SOME COLLEGE,Intensive Parents,0.211557638,0.125988347,0.173289002,0.255663859
880,1997,SOME COLLEGE,Intensive Parents,0.260901316,0.127031234,0.215807816,0.311672332
881,1998,SOME COLLEGE,Intensive Parents,0.303976942,0.131454655,0.252357663,0.361055814
882,1999,SOME COLLEGE,Intensive Parents,0.224508317,0.151145627,0.177143091,0.28022526
883,2000,SOME COLLEGE,Intensive Parents,0.216890361,0.147577671,0.171770977,0.269997785
884,2001,SOME COLLEGE,Intensive Parents,0.204147711,0.147314847,0.161203364,0.255053704
885,2002,SOME COLLEGE,Intensive Parents,0.224114244,0.146190362,0.178231246,0.277815885
886,2003,SOME COLLEGE,Intensive Parents,0.260636103,0.130704191,0.214360218,0.312922934
887,2004,SOME COLLEGE,Intensive Parents,0.268437708,0.133072152,0.220392573,0.322622271
888,2005,SOME COLLEGE,Intensive Parents,0.269197473,0.126811263,0.223177653,0.320788059
889,2006,SOME COLLEGE,Intensive Parents,0.236339162,0.143838173,0.189268006,0.290916249
890,2007,SOME COLLEGE,Intensive Parents,0.300791834,0.128358411,0.250657644,0.356187055
891,2008,SOME COLLEGE,Intensive Parents,0.258321655,0.150040098,0.206069358,0.318507998
892,2009,SOME COLLEGE,Intensive Parents,0.289798693,0.139136168,0.237024245,0.348949486
893,2010,SOME COLLEGE,Intensive Parents,0.304028215,0.132271666,0.252101345,0.361481241
894,2011,SOME COLLEGE,Intensive Parents,0.331468536,0.130233522,0.277518627,0.390241414
895,2012,SOME COLLEGE,Intensive Parents,0.283723187,0.13964463,0.231516832,0.342455845
896,2013,SOME COLLEGE,Intensive Parents,0.287810534,0.147044964,0.232500684,0.350273154
897,2014,SOME COLLEGE,Intensive Parents,0.228294506,0.169248925,0.175131292,0.291885396
898,1976,COLLEGE,Intensive Parents,0.099355786,0.226466027,0.066095819,0.146722993
899,1977,COLLEGE,Intensive Parents,0.041254718,0.280038913,0.024251506,0.069332148
900,1978,COLLEGE,Intensive Parents,0.09744133,0.172464186,0.071491111,0.131477284
901,1979,COLLEGE,Intensive Parents,0.061032017,0.217611301,0.040703227,0.090555382
902,1980,COLLEGE,Intensive Parents,0.078230531,0.190185887,0.055232221,0.109693304
903,1981,COLLEGE,Intensive Parents,0.133606601,0.141088509,0.104708619,0.168974733
904,1982,COLLEGE,Intensive Parents,0.113381749,0.157238627,0.085893721,0.148240024
905,1983,COLLEGE,Intensive Parents,0.095636627,0.165945327,0.070967465,0.127702355
906,1984,COLLEGE,Intensive Parents,0.158635062,0.134944401,0.126429355,0.197192749
907,1985,COLLEGE,Intensive Parents,0.150898778,0.136914345,0.119632349,0.188586354
908,1986,COLLEGE,Intensive Parents,0.182105952,0.121630998,0.149244801,0.220328725
909,1987,COLLEGE,Intensive Parents,0.168675596,0.123020911,0.137506155,0.205229224
910,1988,COLLEGE,Intensive Parents,0.183373783,0.111954791,0.152764362,0.218534429
911,1989,COLLEGE,Intensive Parents,0.194705926,0.117061409,0.161223414,0.233208678
912,1990,COLLEGE,Intensive Parents,0.243783393,0.119890803,0.203100213,0.289653787
913,1991,COLLEGE,Intensive Parents,0.225757337,0.122277731,0.186625972,0.270366344
914,1992,COLLEGE,Intensive Parents,0.231807383,0.119914351,0.192606559,0.276256771
915,1993,COLLEGE,Intensive Parents,0.270419997,0.110144652,0.229989183,0.315050281
916,1994,COLLEGE,Intensive Parents,0.257822364,0.108892795,0.219129963,0.300715754
917,1995,COLLEGE,Intensive Parents,0.317612778,0.098660816,0.277251562,0.360915537
918,1996,COLLEGE,Intensive Parents,0.301571812,0.107424851,0.259153474,0.347674867
919,1997,COLLEGE,Intensive Parents,0.279594739,0.111002849,0.237935004,0.325433716
920,1998,COLLEGE,Intensive Parents,0.234991189,0.120303727,0.195268947,0.279982511
921,1999,COLLEGE,Intensive Parents,0.247241376,0.116344272,0.207278261,0.292070573
922,2000,COLLEGE,Intensive Parents,0.261418274,0.129847819,0.215327366,0.313434117
923,2001,COLLEGE,Intensive Parents,0.244249826,0.126439716,0.201437098,0.292825208
924,2002,COLLEGE,Intensive Parents,0.225953614,0.128778498,0.184868711,0.273109933
925,2003,COLLEGE,Intensive Parents,0.295178543,0.108504187,0.252933345,0.341256505
926,2004,COLLEGE,Intensive Parents,0.274498087,0.1063866,0.234974293,0.31790735
927,2005,COLLEGE,Intensive Parents,0.282017225,0.105730056,0.242007545,0.325798414
928,2006,COLLEGE,Intensive Parents,0.237464829,0.11922452,0.197767737,0.282325929
929,2007,COLLEGE,Intensive Parents,0.291439149,0.109878238,0.249035654,0.337814831
930,2008,COLLEGE,Intensive Parents,0.360134142,0.108985392,0.312514596,0.410675273
931,2009,COLLEGE,Intensive Parents,0.284508449,0.116855586,0.240262742,0.333327352
932,2010,COLLEGE,Intensive Parents,0.281657271,0.110430363,0.239997111,0.327433441
933,2011,COLLEGE,Intensive Parents,0.288772603,0.111655352,0.24597546,0.335700837
934,2012,COLLEGE,Intensive Parents,0.270296079,0.114045038,0.228527392,0.316566343
935,2013,COLLEGE,Intensive Parents,0.267099488,0.11466398,0.225460089,0.31331825
936,2014,COLLEGE,Intensive Parents,0.319653678,0.114361774,0.272989265,0.370232654
937,1976,COLLEGE +,Intensive Parents,0.088689649,0.359285009,0.045916529,0.164440241
938,1977,COLLEGE +,Intensive Parents,0.146735457,0.236693061,0.097585225,0.21474986
939,1978,COLLEGE +,Intensive Parents,0.125340173,0.245780105,0.081321651,0.188301669
940,1979,COLLEGE +,Intensive Parents,0.128044873,0.236098792,0.084625137,0.189139366
941,1980,COLLEGE +,Intensive Parents,0.137707991,0.219427562,0.094103599,0.19712066
942,1981,COLLEGE +,Intensive Parents,0.123967723,0.215027037,0.084956912,0.177418465
943,1982,COLLEGE +,Intensive Parents,0.141860285,0.206430999,0.099345184,0.198558703
944,1983,COLLEGE +,Intensive Parents,0.199288299,0.189042556,0.146631973,0.264982243
945,1984,COLLEGE +,Intensive Parents,0.201225345,0.173560051,0.152022583,0.261442995
946,1985,COLLEGE +,Intensive Parents,0.218773438,0.169282037,0.167337561,0.280689944
947,1986,COLLEGE +,Intensive Parents,0.239017463,0.166290669,0.184824378,0.303190641
948,1987,COLLEGE +,Intensive Parents,0.247932539,0.145904565,0.198509361,0.304978468
949,1988,COLLEGE +,Intensive Parents,0.259942962,0.139478515,0.210878544,0.315853805
950,1989,COLLEGE +,Intensive Parents,0.322544904,0.16330909,0.256892914,0.39603325
951,1990,COLLEGE +,Intensive Parents,0.263030677,0.168580139,0.204128735,0.331842249
952,1991,COLLEGE +,Intensive Parents,0.234987972,0.184205083,0.17633293,0.305907621
953,1992,COLLEGE +,Intensive Parents,0.337884709,0.147711484,0.276429105,0.405349117
954,1993,COLLEGE +,Intensive Parents,0.278474655,0.168042854,0.217312279,0.349171601
955,1994,COLLEGE +,Intensive Parents,0.279784002,0.166341176,0.218991008,0.349892773
956,1995,COLLEGE +,Intensive Parents,0.323059685,0.155508631,0.260275461,0.392943817
957,1996,COLLEGE +,Intensive Parents,0.27893278,0.151055852,0.223423588,0.342156795
958,1997,COLLEGE +,Intensive Parents,0.306247425,0.150009626,0.247547481,0.371985458
959,1998,COLLEGE +,Intensive Parents,0.356911257,0.15041396,0.292432015,0.427027426
960,1999,COLLEGE +,Intensive Parents,0.332194716,0.159017497,0.266990826,0.404534415
961,2000,COLLEGE +,Intensive Parents,0.313510849,0.180207903,0.242879414,0.393993702
962,2001,COLLEGE +,Intensive Parents,0.328542511,0.181527616,0.25529431,0.411202415
963,2002,COLLEGE +,Intensive Parents,0.291365734,0.174760594,0.225956648,0.366738176
964,2003,COLLEGE +,Intensive Parents,0.338628545,0.164400164,0.270590189,0.414063162
965,2004,COLLEGE +,Intensive Parents,0.35821909,0.154667649,0.291885289,0.430463784
966,2005,COLLEGE +,Intensive Parents,0.423265476,0.139236886,0.35840773,0.490880212
967,2006,COLLEGE +,Intensive Parents,0.371971137,0.159494447,0.302299172,0.447403677
968,2007,COLLEGE +,Intensive Parents,0.353636589,0.165156646,0.283575762,0.430603082
969,2008,COLLEGE +,Intensive Parents,0.354672263,0.171589003,0.281937254,0.434809244
970,2009,COLLEGE +,Intensive Parents,0.352925071,0.172243263,0.280134021,0.433246962
971,2010,COLLEGE +,Intensive Parents,0.214196346,0.189236842,0.158329374,0.283144592
972,2011,COLLEGE +,Intensive Parents,0.314146157,0.165270333,0.248854665,0.387725689
973,2012,COLLEGE +,Intensive Parents,0.389496977,0.178728323,0.310083659,0.475238756
974,2013,COLLEGE +,Intensive Parents,0.299346244,0.182393312,0.23007332,0.379203906
975,2014,COLLEGE +,Intensive Parents,0.317597527,0.189232684,0.243106319,0.40276788
